pksid,pkid,pbid,layers,variables,constraints,method,best_solution_probs,in_constraints_probs,ARG,iteration_count,classcial,quantum,run_times
0,0,0,5,6,3,HeaSolver,2.1484375,6.640625,93.07421866538706,31,1.4007355901412666,371.2566995668458,17408
0,0,0,5,6,3,PenaltySolver,0.9765625,7.03125,92.41281951826106,31,1.3369491921621375,372.52299001882784,17408
0,0,0,1,6,3,ChocoSolver,6.25,12.3046875,59.97336642275148,16,0.6733247062074952,234.30198011279572,9216
0,0,0,5,6,3,QtoSolver,0.9765625,8.3984375,87.82048997698136,31,1.726111466938164,2172.211735773075,17408
0,0,0,5,6,3,QtoSimplifySolver,1.171875,5.859375,95.09481525445925,31,1.5436644831788726,2169.610301855835,17408
0,0,0,5,6,3,QtoSimplifyDiscardSolver,8.7890625,14.6484375,47.86843035421052,16,0.7576061178697273,304.35302634816617,9216
0,0,0,5,6,3,QtoSimplifyDiscardSegmentedSolver,43.31983805668016,100.0,0.10489510479974565,28,4.577641144045629,5890.985931298928,95232
0,0,1,5,6,3,HeaSolver,0.9765625,5.859375,45.102751339085756,31,1.3219485489535145,371.3562304250663,17408
0,0,1,5,6,3,PenaltySolver,2.34375,8.59375,39.16847824383979,31,1.2772203160566278,372.43094046995975,17408
0,0,1,1,6,3,ChocoSolver,8.7890625,17.578125,26.085852570180062,16,0.6227501729154028,234.3285502551007,9216
0,0,1,5,6,3,QtoSolver,3.3203125,9.375,43.01885188347006,31,1.6156477987533435,2123.8631899282336,17408
0,0,1,5,6,3,QtoSimplifySolver,3.7109375,6.8359375,41.362007454842605,31,1.6293429679935798,1831.0142264630413,17408
0,0,1,5,6,3,QtoSimplifyDiscardSolver,0.5859375,10.7421875,27.03744903715763,16,0.7505853860056959,304.30793832294876,9216
0,0,1,5,6,3,QtoSimplifyDiscardSegmentedSolver,92.27642276422763,100.0,0.060445387036285686,30,4.936214753193781,6207.156052573817,103424
0,0,2,5,6,3,HeaSolver,0.9765625,5.859375,49.55097653772451,31,1.3666987448232248,372.25249554921174,17408
0,0,2,5,6,3,PenaltySolver,0.9765625,3.515625,49.58164060020918,31,1.2009102368028834,372.36078201420605,17408
0,0,2,1,6,3,ChocoSolver,4.4921875,10.3515625,33.72285154563857,15,0.5047296220436692,233.1917589159566,8704
0,0,2,5,6,3,QtoSolver,1.3671875,5.859375,48.45654294452173,31,1.7742069759988226,2076.0287124459865,17408
0,0,2,5,6,3,QtoSimplifySolver,2.34375,5.2734375,50.451367162274316,31,1.6078184779617004,2124.516326860059,17408
0,0,2,5,6,3,QtoSimplifyDiscardSolver,0.5859375,15.0390625,27.293945298853025,16,0.6695922039798461,303.37922304403037,9216
0,0,2,5,6,3,QtoSimplifyDiscardSegmentedSolver,58.8477366255144,100.0,0.23251028794958847,31,4.992255944875069,6251.753395828127,104448
0,0,3,5,6,3,HeaSolver,1.5625,5.6640625,45.51019019760427,31,1.2205992160597816,372.24101297196466,17408
0,0,3,5,6,3,PenaltySolver,1.171875,6.0546875,41.27454142227194,31,1.3387704860651866,371.281003269949,17408
0,0,3,1,6,3,ChocoSolver,14.0625,31.640625,24.24244224489459,16,0.6553015619865619,234.32227767101722,9216
0,0,3,5,6,3,QtoSolver,0.1953125,5.078125,44.489130415439504,31,1.7436954731238075,1603.0095362948487,17408
0,0,3,5,6,3,QtoSimplifySolver,1.5625,4.296875,47.30799930008347,31,1.6606049619731493,2172.190489069035,17408
0,0,3,5,6,3,QtoSimplifyDiscardSolver,10.15625,15.0390625,23.61353599516803,15,0.7612244978081435,305.19230563018937,8704
0,0,3,5,6,3,QtoSimplifyDiscardSegmentedSolver,46.53061224489796,100.0,0.187400177380811,31,5.074278300628066,6376.234710380377,104448
2,0,0,5,7,4,HeaSolver,0.5859375,4.296875,74.78466792200958,31,3.217332700151019,442.74410007783445,17408
2,0,0,5,7,4,PenaltySolver,0.9765625,4.1015625,73.94348139909782,31,3.658180348924361,443.066439122078,17408
2,0,0,1,7,4,ChocoSolver,1.3671875,4.6875,70.88452144007218,15,1.4853060829918832,263.3317598400172,8704
2,0,0,5,7,4,QtoSolver,0.1953125,2.1484375,73.83776850853889,31,3.3183386980672367,443.1567494668998,17408
